FSCS Key,Library Name,Locale,Service Area Population,Hours/Year,Physical Visits,Reference Transactions,Registered Users,Inter-library Loans to Other Library,Inter-library Loans from Other Library
CT0131,PROSPECT PUBLIC LIBRARY,Suburban,"9,344","2,238","17,850","3,500","2,049",622,377
CT0132,PUTNAM PUBLIC LIBRARY,Suburban,"9,227","2,492","32,109",260,"5,032","2,320","10,139"
CT0133,MARK TWAIN LIBRARY,Rural,"8,735","2,656","39,656","6,032","3,105","7,664","8,893"
CT0134,RIDGEFIELD LIBRARY,Suburban,"25,011","3,011","169,052","19,182","9,134","16,116","2,087"
CT0135,CORA J. BELDEN LIBRARY,Suburban,"20,746","2,617","75,935","7,802","7,871","7,761","9,672"
CT0136,MINOR MEMORIAL LIBRARY,Rural,"2,269","1,560","16,962","4,215",678,"2,062","2,089"
CT0137,SALEM FREE PUBLIC LIBRARY,Rural,"6,617","2,038","7,818",400,"1,350","3,079","1,705"
CT0138,SCOVILLE MEMORIAL LIBRARY,Rural,"4,112","2,028","55,857","2,908","2,104","3,228","3,806"
CT0139,SCOTLAND PUBLIC LIBRARY,Rural,"1,568",958,"4,659",12,"1,068",179,363
CT0140,SEYMOUR PUBLIC LIBRARY,Suburban,"16,679","2,113","28,152","3,200","5,172","4,498","3,876"
CT0141,HOTCHKISS LIBRARY OF SHARON,Rural,"2,675","2,040","3,635",44,699,"1,136","1,704"
CT0142,PLUMB MEMORIAL LIBRARY,Suburban,"41,474","3,744","78,692","10,946","7,942","6,904","6,583"
CT0143,SHERMAN LIBRARY ASSN.,Rural,"3,521","1,724","12,864","1,040","1,473","1,311","1,765"
CT0144,SIMSBURY PUBLIC LIBRARY,Suburban,"24,807","3,256","212,754","49,293","14,637","16,881","17,268"
CT0145,SOMERS PUBLIC LIBRARY,Suburban,"10,279","2,624","33,065","2,400","2,496","4,402","1,588"
CT0146,SOUTHBURY PUBLIC LIBRARY,Suburban,"19,796","2,855","93,637","9,468","6,614","7,453","11,440"
CT0147,SOUTHINGTON PUBLIC LIBRARY,Suburban,"43,500","2,720","99,009","24,103","12,592","14,461","10,705"
CT0148,SOUTH WINDSOR PUBLIC LIBRARY,Suburban,"26,767","2,922","48,942","15,257","8,869","9,834","19,133"
CT0149,SPRAGUE PUBLIC LIBRARY,Suburban,"2,950","1,408","4,634",325,454,969,"2,764"
CT0150,STAFFORD LIBRARY,Town,"11,412","2,548","37,530","2,436","2,824","3,538","2,288"
CT0151,FERGUSON LIBRARY,City,"136,309","9,611","358,400","57,076","62,323",980,367
CT0152,STERLING PUBLIC LIBRARY,Rural,"3,577",676,"2,693",355,"1,675",66,24
CT0153,STONINGTON FREE LIBRARY,Suburban,"18,427","2,596","44,428","4,024","3,075",635,"1,257"
CT0154,STRATFORD LIBRARY ASSOCIATION,Suburban,"52,268","2,936","99,880","62,935","38,318","1,051","1,747"
CT0155,KENT MEMORIAL LIBRARY,Suburban,"15,862","2,199","56,627","5,406","5,594","4,508","5,017"
CT0156,THOMASTON PUBLIC LIBRARY,Suburban,"7,453","2,664","19,000","4,000","1,700","2,140","1,565"
CT0157,THOMPSON PUBLIC LIBRARY,Suburban,"9,226","2,267","22,113","4,565","3,464","2,730","2,910"
CT0158,TOLLAND PUBLIC LIBRARY,Suburban,"14,511","2,808","59,310","6,646","3,836","3,692","5,928"
CT0159,TORRINGTON LIBRARY,Town,"35,357","2,578","46,865","30,000","9,349",39,"1,145"
CT0160,TRUMBULL LIBRARY,Suburban,"36,950","4,939","122,364","8,686","16,649",949,"1,196"
CT0161,UNION FREE PUBLIC LIBRARY,Rural,781,728,825,30,292,"1,236",197
CT0162,"ROCKVILLE PUBLIC LIBRARY, INC.",Suburban,"30,326","2,652","37,935","9,165","4,785","3,697","4,367"
CT0163,VOLUNTOWN PUBLIC LIBRARY,Rural,"2,554","1,560","3,923","1,276","1,327",80,277
CT0164,WALLINGFORD PUBLIC LIBRARY,Suburban,"44,194","3,392","68,225","46,852","13,988","19,544","23,084"
CT0165,WARREN PUBLIC LIBRARY,Rural,"1,349","1,404","1,770",200,336,616,655
CT0166,GUNN MEMORIAL LIBRARY,Rural,"3,633","2,262","30,866","1,142","1,428","2,349","2,753"
CT0167,SILAS BRONSON LIBRARY,Suburban,"113,811","4,406","183,566","15,838","44,876","16,272","5,052"
CT0168,WATERFORD PUBLIC LIBRARY,Suburban,"19,553","3,162","82,368","27,599","5,484","4,296","5,691"
CT0169,WATERTOWN LIBRARY ASSOCIATION,Suburban,"22,110","3,000","32,824","28,350","10,520",326,428
CT0170,WESTBROOK PUBLIC LIBRARY,Suburban,"6,810","2,392","14,426","6,021","3,575","3,821","2,667"
CT0171,WEST HARTFORD PUBLIC LIBRARY,Suburban,"63,973","6,498","185,754","64,547","20,922","12,904","28,841"
CT0172,WEST HAVEN PUBLIC LIBRARY,Suburban,"55,294","4,940","88,243","11,418","14,750","9,938","8,326"
CT0173,WESTON PUBLIC LIBRARY,Suburban,"10,336","2,812","42,276","6,084","3,265","1,825","3,954"
CT0174,WESTPORT LIBRARY,Suburban,"27,279","3,272","238,124","124,992","12,241",347,"1,190"
CT0175,WETHERSFIELD PUBLIC LIBRARY,Suburban,"27,124","2,919","69,661","23,127","10,551","9,434","17,140"
CT0176,WILLINGTON PUBLIC LIBRARY,Rural,"5,528","1,973","8,840","3,136","4,217",132,166
CT0177,WILTON LIBRARY ASSOCIATION,Suburban,"18,460","2,821","132,276","11,065","11,609","1,131",423
CT0178,BEARDSLEY & MEMORIAL LIBRARY,Town,"15,221","1,886","17,940","2,808","5,160",0,0
CT0179,"GUILFORD SMITH MEMORIAL LIBRARY, INC.",Town,"24,362",,"1,989",2,213,"19,820",384
CT0179,"GUILFORD SMITH MEMORIAL LIBRARY, INC.",Town,"24,362",-1,,,,,
CT0180,WILLIMANTIC PUBLIC LIBRARY,Town,"24,362","2,292","39,908","15,418","2,676","1,719","1,831"
CT0181,WINDHAM FREE LIBRARY,Rural,"24,362","1,228","4,888",416,454,532,734
CT0182,WINDSOR PUBLIC LIBRARY,Suburban,"29,413","5,121","155,817","51,281","9,383","14,634","6,554"
CT0183,WINDSOR LOCKS PUBLIC LIBRARY,Suburban,"12,531","2,496","19,329",500,"2,209","6,338","2,717"
CT0184,WOLCOTT PUBLIC LIBRARY,Suburban,"16,160","2,546","33,636",833,"2,644","3,705","2,514"
CT0185,WOODBRIDGE TOWN LIBRARY,Suburban,"9,045","2,331","51,600","3,955","4,454","12,473","10,723"
CT0186,WOODBURY PUBLIC LIBRARY,Rural,"9,761","2,677","65,976","6,375","3,331","6,227","4,206"
CT0187,NORTH WOODSTOCK LIBRARY,Rural,"8,221",,"30,467","3,406","3,978","6,629","6,851"
CT0187,NORTH WOODSTOCK LIBRARY,Rural,"8,221",-1,,,,,
CT0188,HOWARD W. BRACKEN MEMORIAL LIBRARY,Rural,"8,221",846,"4,000","2,002","2,167",0,50
CT0189,MAY MEMORIAL LIBRARY,Rural,"8,221",510,"1,441","3,031",599,10,66
CT0190,WEST WOODSTOCK LIBRARY ASSOCIATION,Rural,"8,221",730,"3,133",30,920,225,290
CT0191,CHESHIRE PUBLIC LIBRARY,Suburban,"28,628","3,192","108,583","9,759","9,204","15,225","13,193"
CT0192,BOOTH & DIMOCK MEMORIAL LIBRARY,Town,"12,205","2,124","15,759","3,970","2,516","3,909","4,717"
CT0193,EASTFORD PUBLIC LIBRARY,Rural,"1,660","1,279","3,350",260,646,79,244
CT0194,FLETCHER MEMORIAL LIBRARY,Rural,"1,728","1,040","3,297",752,897,236,290
CT0195,HARTLAND PUBLIC LIBRARY,Rural,"1,891",520,726,823,532,0,0
CT0199,WOOD MEMORIAL LIBRARY AND MUSEUM,Rural,"26,767",,"76,552","12,946","10,222","19,800","19,347"
CT0199,WOOD MEMORIAL LIBRARY AND MUSEUM,Rural,"26,767",-1,,,,,
CT0200,JANET CARLSON CALVERT LIBRARY,Rural,"1,862","1,520","4,485",104,387,"1,421","1,403"
DC0001,DISTRICT OF COLUMBIA PUBLIC LIBRARY,City,"671,803","68,441","2,537,013","290,630","329,838",1,95
DE0002,FRANKFORD PUBLIC LIBRARY,Town,"8,334",,"18,620","2,944","1,941","8,310","7,062"
DE0002,FRANKFORD PUBLIC LIBRARY,Town,"8,334",-1,,,,,
DE0003,GEORGETOWN PUBLIC LIBRARY,Town,"17,453","2,444","48,264","1,375","3,977","12,307","10,157"
DE0005,HARRINGTON PUBLIC LIBRARY,Town,"13,537","2,236","9,398","7,010","1,996","8,297","8,817"
DE0009,LAUREL PUBLIC LIBRARY,Suburban,"16,547","1,455","30,579","11,641","4,055","19,463","9,854"
DE0010,LEWES PUBLIC LIBRARY,Rural,"19,139","2,550","106,622","3,198","17,452","26,534","53,171"
DE0011,MILFORD PUBLIC LIBRARY,Town,"27,615","1,488","98,101","31,996","9,153","26,218","24,638"
DE0013,MILLSBORO PUBLIC LIBRARY,Town,"18,687","2,444","30,072","6,029","5,696","17,074","19,196"
DE0015,NEW CASTLE PUBLIC LIBRARY,Suburban,"24,363","2,294","41,981","3,522","5,201","19,238","15,498"
DE0017,REHOBOTH BEACH PUBLIC LIBRARY,Town,"15,834","2,600","45,693","2,228","8,455","14,281","19,810"
DE0018,SEAFORD DISTRICT LIBRARY,Suburban,"24,531","2,548","44,764","4,186","9,410","8,196","15,720"
DE0019,SELBYVILLE PUBLIC LIBRARY,Rural,"5,836","2,184","23,438","2,037","2,607","8,482","11,672"
DE0020,SMYRNA PUBLIC LIBRARY,Suburban,"35,266","2,415","28,780","9,650","5,889","12,661","22,301"
DE0022,WILMINGTON INSTITUTE LIBRARY,City,"59,462","4,684","107,012","40,593","12,886","48,602","20,785"
DE0023,BRIDGEVILLE PUBLIC LIBRARY,Town,"9,788","2,215","55,690","6,253","3,093","14,017","10,660"
DE0026,CORBIT-CALLOWAY MEMORIAL LIBRARY,Town,"17,553","2,080","21,232","8,534","2,359","8,061","22,508"
DE0027,DELAWARE CITY PUBLIC LIBRARY,Rural,"8,663","1,839","11,995","2,162","1,359","11,636","3,635"
DE0028,DELMAR PUBLIC LIBRARY,Suburban,"7,173","1,560","9,602","1,714","4,683","10,245","10,379"
DE0029,DOVER PUBLIC LIBRARY,City,"64,577","2,080","146,774","11,862","25,287","65,303","42,743"
DE0030,SUSSEX COUNTY DEPT. OF LIBRARIES,Town,"60,036","8,607","167,022","4,118","22,579","66,135","63,365"
DE0032,KENT COUNTY PUBLIC LIBRARY,Rural,"61,207","4,640","41,961",331,"9,602","22,602","29,115"
DE0046,DEPARTMENT OF COMMUNITY SERVICES,Suburban,"481,815","20,380","712,346","102,770","126,777","160,196","176,075"
FL0001,MARION COUNTY PUBLIC LIBRARY SYSTEM,City,"381,176","16,746","486,897","646,091","218,570",551,515
FL0003,JACKSONVILLE PUBLIC LIBRARY,City,"1,016,809","46,774","1,988,778","514,745","778,490","3,002","2,471"
FL0004,NORTHWEST REGIONAL LIBRARY SYSTEM,City,"200,570","16,956","242,185","23,348","48,279",797,709
FL0005,ORANGE COUNTY LIBRARY DISTRICT,City,"1,457,940","39,295","1,694,861","645,813","340,160","18,677","22,708"
FL0007,SUWANNEE RIVER REGIONAL LIBRARY SYSTEM,Town,"75,024",,"50,492","50,492","69,376",357,843
FL0007,SUWANNEE RIVER REGIONAL LIBRARY SYSTEM,Town,"75,024",-1,,,,,
FL0008,WEST FLORIDA PUBLIC LIBRARIES,City,"324,458",,"320,112","56,751","204,688","1,045","1,364"
FL0008,WEST FLORIDA PUBLIC LIBRARIES,City,"324,458",-1,,,,,
FL0011,BREVARD COUNTY LIBRARY SYSTEM,Suburban,"616,742","44,943","1,421,058","644,179","229,195","7,901",12
FL0012,BROWARD COUNTY LIBRARIES DIVISION,City,"1,955,375","86,520","3,754,740","958,445","1,301,481","6,207","14,701"
FL0013,DOREEN GAUTHIER LIGHTHOUSE POINT LIBRARY,Suburban,"10,499","2,156","24,231",0,"4,317",364,522
FL0014,ETHEL M. GORDON OAKLAND PARK LIBRARY,Suburban,"44,296","2,600","17,620","15,092","36,303",0,28
FL0016,RICHARD C. SULLIVAN PUBLIC LIBRARY OF WILTON MANORS,Suburban,"11,560","2,141","8,217","4,163","12,476",303,481
FL0018,CITRUS COUNTY LIBRARY SYSTEM,Suburban,"155,615","12,170","250,721","10,457","56,195","1,634","5,738"
FL0019,CLAY COUNTY PUBLIC LIBRARY SYSTEM,Suburban,"221,440","14,010","307,447","31,548","108,146",400,"1,037"
FL0020,COLLIER COUNTY PUBLIC LIBRARY,Suburban,"382,680","24,778","773,208","266,240","176,642","1,582","1,436"
FL0021,COLUMBIA COUNTY PUBLIC LIBRARY,Town,"69,809","7,019","115,246","20,409","8,159","13,167","12,434"
FL0022,BROCKWAY MEMORIAL LIBRARY,Suburban,"11,548",,"37,891","4,159","6,785",401,1
FL0022,BROCKWAY MEMORIAL LIBRARY,Suburban,"11,548",-1,,,,,
FL0023,HIALEAH PUBLIC LIBRARIES,Suburban,"225,493","6,760","108,600","65,384","31,211",0,0
FL0024,NORTH MIAMI BEACH PUBLIC LIBRARY,Suburban,"43,749",,"685,387","46,808","28,638",114,0
FL0024,NORTH MIAMI BEACH PUBLIC LIBRARY,Suburban,"43,749",-1,,,,,
FL0025,MIAMI-DADE PUBLIC LIBRARY SYSTEM,City,"2,376,322","145,471","2,554,477","2,184,435","1,492,024","1,084","2,583"
FL0028,FLAGLER BEACH PUBLIC LIBRARY,Suburban,"5,133",,"10,623","3,030",537,280,281
FL0028,FLAGLER BEACH PUBLIC LIBRARY,Suburban,"5,133",-1,,,,,
FL0029,FLAGLER COUNTY PUBLIC LIBRARY,Suburban,"119,662","5,044","201,590","22,050","57,368",447,402
FL0030,GADSDEN COUNTY PUBLIC LIBRARY,Rural,"43,813",,"45,656","15,756","31,159","1,664",624
FL0030,GADSDEN COUNTY PUBLIC LIBRARY,Rural,"43,813",-1,,,,,
FL0032,HENDRY COUNTY LIBRARY SYSTEM,Town,"40,540","5,967","41,556","13,812","35,002",403,169
FL0035,HILLSBOROUGH COUNTY PUBLIC LIBRARY COOPERATIVE,City,"1,490,374",,"2,095,079","19,405","704,744",929,"2,368"
FL0035,HILLSBOROUGH COUNTY PUBLIC LIBRARY COOPERATIVE,City,"1,490,374",-1,,,,,
FL0036,INDIAN RIVER COUNTY LIBRARY,City,"161,702","8,108","281,308","36,977","126,463","1,404",792
FL0039,LAKE COUNTY LIBRARY SYSTEM,Suburban,"401,523","38,808","899,358","199,837","131,923",0,0
FL0041,FORT MYERS BEACH PUBLIC LIBRARY,Suburban,"42,797","2,204","50,331",841,"4,041","1,283",72
FL0042,LEE COUNTY LIBRARY SYSTEM,City,"782,579","32,877","1,208,393","536,186","263,819","3,289","4,610"
FL0043,SANIBEL PUBLIC LIBRARY,Rural,"6,443","2,080","110,000","12,542","10,000",210,"1,154"
FL0044,LEROY COLLINS LEON COUNTY PUBLIC LIBRARY SYST,City,"295,921","15,136","495,980","89,336","143,576","3,808","5,203"
FL0046,MANATEE COUNTY PUBLIC LIBRARY SYSTEM,City,"411,209","16,829","500,563","208,495","121,102","3,197","3,262"
FL0047,MARTIN COUNTY LIBRARY SYSTEM,Suburban,"159,053","12,871","427,979","46,076","97,680",743,"1,099"
FL0048,MONROE COUNTY PUBLIC LIBRARY SYSTEM,Town,"83,411","13,715","259,917","24,410","31,524",143,"1,085"
FL0053,MAITLAND PUBLIC LIBRARY,Suburban,"19,545","3,266","80,889","33,587","10,064",120,50
FL0054,WINTER PARK PUBLIC LIBRARY,Suburban,"30,019","2,848","130,655","76,647","19,256",209,421
FL0056,BOCA RATON PUBLIC LIBRARY,City,"98,046","6,624","347,552","91,451","49,794",724,256
FL0058,NORTH PALM BEACH PUBLIC LIBRARY,Suburban,"13,167","2,704","65,000","7,190","8,381",205,176
FL0064,NEW PORT RICHEY PUBLIC LIBRARY,Suburban,"16,812","2,159","64,271","3,220","13,882",290,"1,456"
FL0065,PASCO COUNTY PUBLIC LIBRARY COOPERATIVE,Suburban,"576,867",,"425,858","62,383","433,706","3,794","4,106"
FL0065,PASCO COUNTY PUBLIC LIBRARY COOPERATIVE,Suburban,"576,867",-1,,,,,
FL0091,ST. JOHNS COUNTY PUBLIC LIBRARY SYSTEM,Rural,"285,533","15,093","570,859","324,340","83,956","1,506","1,553"
FL0092,ST. LUCIE COUNTY LIBRARY SYSTEM,Suburban,"340,060","10,387","385,371","162,987","183,580","1,835","1,182"
FL0093,SARASOTA COUNTY PUBLIC LIBRARIES,City,"441,508","24,584","1,241,922","155,018","290,696","108,551","248,137"
FL0094,ALTAMONTE SPRINGS CITY LIBRARY,Suburban,"46,735","2,496","24,722","7,504","14,260",0,0
FL0095,SEMINOLE COUNTY PUBLIC LIBRARY SYSTEM,Suburban,"477,455","16,080","918,723","774,206","340,243",0,0
FL0099,VOLUSIA COUNTY PUBLIC LIBRARY,Rural,"563,358","36,712","1,091,383","411,804","222,457","1,971","4,206"
FL0101,WALTON COUNTY PUBLIC LIBRARY SYSTEM,Town,"77,941","8,817","112,102","12,715","31,711",921,"1,829"
FL0103,NORTH MIAMI PUBLIC LIBRARY,Suburban,"60,175","2,860","104,429","9,540","33,525","2,120",0
FL0106,HERNANDO COUNTY PUBLIC LIBRARY SYSTEM,Suburban,"196,540","7,816","172,408","261,196","80,236",171,"1,439"
FL0109,OSCEOLA LIBRARY SYSTEM,City,"406,460","20,124","522,725","122,052","83,388",902,"1,740"
FL0118,CITRUS SPRINGS MEMORIAL LIBRARY,Suburban,"10,246",,"18,203","3,690","5,831",356,509
FL0118,CITRUS SPRINGS MEMORIAL LIBRARY,Suburban,"10,246",-1,,,,,
FL0127,PINELLAS PUBLIC LIBRARY COOPERATIVE,City,"960,794",,"2,219,234","414,237","457,604","35,048","15,918"
FL0127,PINELLAS PUBLIC LIBRARY COOPERATIVE,City,"960,794",-1,,,,,
FL0133,HIGHLAND BEACH LIBRARY,Suburban,"4,300",,"8,899","2,538","3,917",235,236
FL0133,HIGHLAND BEACH LIBRARY,Suburban,"4,300",-1,,,,,
FL0135,WILDERNESS COAST PUBLIC LIBRARIES,Rural,"61,265","9,115","100,836","13,940","19,255","2,540","1,253"
FL0136,PANHANDLE PUBLIC LIBRARY COOPERATIVE SYSTEM,Town,"80,546","13,752","112,031","3,316",729,"1,978","1,747"
FL0146,SUMTER COUNTY LIBRARY SYSTEM,Rural,"134,593","13,285","275,906","18,325","56,993",370,"3,575"
FL0147,THREE RIVERS REGIONAL LIBRARY SYSTEM,Rural,"63,824","11,934","129,302","9,294","27,024",858,367
FL0149,NEW RIVER PUBLIC LIBRARY COOPERATIVE,Town,"72,446",,"128,809","27,880","33,522","1,252",942
FL0149,NEW RIVER PUBLIC LIBRARY COOPERATIVE,Town,"72,446",-1,,,,,
FL0150,HEARTLAND LIBRARY COOPERATIVE,City,"212,643","14,431","332,932","31,354","388,371","1,724","1,101"
FL0240,PARKLAND LIBRARY,Suburban,"35,440","2,568","72,606","49,800","7,087",0,29
FL0246,PALM BEACH COUNTY LIBRARY SYSTEM,Suburban,"980,671",,"2,150,283","821,663","364,965","4,355","5,569"
FL0246,PALM BEACH COUNTY LIBRARY SYSTEM,Suburban,"980,671",-1,,,,,
FL0247,BOYNTON BEACH CITY LIBRARY,City,"81,011","3,100","107,906","20,231","17,891",482,268
FL0248,DELRAY BEACH LIBRARY,City,"66,948","2,577","287,465","39,948","57,081",411,309
FL0249,LAKE PARK PUBLIC LIBRARY,Suburban,"9,039","2,548","8,381",544,"14,724",182,151
FL0250,LAKE WORTH BEACH PUBLIC LIBRARY,Suburban,"42,572","1,888","11,113","10,097","21,404",0,0
FL0251,LANTANA PUBLIC LIBRARY,Suburban,"11,579","2,080",2,"4,170","16,555",85,87
FL0252,PALM SPRINGS PUBLIC LIBRARY,Suburban,"26,904","2,514","39,673","5,806","13,781",74,54
FL0253,RIVIERA BEACH PUBLIC LIBRARY,Suburban,"38,125",,"103,565","1,704","22,673",877,0
FL0253,RIVIERA BEACH PUBLIC LIBRARY,Suburban,"38,125",-1,,,,,
FL0254,MANDEL PUBLIC LIBRARY OF WEST PALM BEACH,City,"119,255","6,591","169,575","39,928","139,342",625,132
FL0255,SANTA ROSA COUNTY LIBRARY SYSTEM,Suburban,"191,911","15,500","190,000","69,680","83,099",159,369
FL0256,INDIAN ROCKS BEACH LIBRARY,Suburban,"3,696",,"7,469","2,181","2,529",202,0
FL0256,INDIAN ROCKS BEACH LIBRARY,Suburban,"3,696",-1,,,,,
FL0257,HELEN B. HOFFMAN PLANTATION LIBRARY,Suburban,"92,628",,"22,540","38,768","12,911",0,0
FL0257,HELEN B. HOFFMAN PLANTATION LIBRARY,Suburban,"92,628",-1,,,,,
FL0258,CHARLOTTE COUNTY PUBLIC LIBRARY,Suburban,"190,570","9,079","296,823","3,959","73,305","1,452","2,560"
FL0259,PAL PUBLIC LIBRARY COOPERATIVE,Rural,"401,857","48,975","755,273","192,723","240,297","1,822","4,228"
FL8001,POLK COUNTY LIBRARY COOPERATIVE,Suburban,"748,365",,"1,272,389","162,395","852,932","2,489","1,551"
FL8001,POLK COUNTY LIBRARY COOPERATIVE,Suburban,"748,365",-1,,,,,
FL8002,APALACHICOLA MARGARET KEY LIBRARY,Town,"2,370",,"7,817",606,"2,597",129,0
FL8002,APALACHICOLA MARGARET KEY LIBRARY,Town,"2,370",-1,,,,,
FL8003,OKALOOSA COUNTY PUBLIC LIBRARY COOPERATIVE,Suburban,"214,497","13,137","307,583","25,906","35,269","1,830","1,811"
FL8005,NASSAU COUNTY PUBLIC LIBRARY SYSTEM,Town,"93,012","9,862","82,949","11,146","64,623","1,237","1,055"
FL8009,WASHINGTON COUNTY PUBLIC LIBRARY,Town,"24,995","5,052","32,191",380,"4,420",0,0
FL8010,HOMESTEAD CYBRARIUM,Suburban,"83,012","2,778","79,212","10,251","17,493",135,11
GA0001,PIEDMONT REGIONAL LIBRARY SYSTEM,Town,"187,993","21,835","274,880","81,977","76,597",0,5
GA0002,BARTOW COUNTY LIBRARY SYSTEM,Suburban,"111,431","6,262","101,203","22,697","55,913",387,347
GA0004,MIDDLE GEORGIA REGIONAL LIBRARY SYSTEM,City,"269,108","36,172","304,612","257,377","111,095",358,100
GA0005,BROOKS COUNTY PUBLIC LIBRARY,Town,"15,471","2,297","17,185","3,225","3,374",0,0
GA0006,STATESBORO REGIONAL PUBLIC LIBRARIES,Town,"169,159","13,486","166,401","10,792","32,857",620,19
GA0007,WEST GEORGIA REGIONAL LIBRARY,Town,"499,056","43,132","507,300","18,468","163,551",135,102
GA0008,LIVE OAK PUBLIC LIBRARIES,City,"427,095","34,707","493,322","214,686","135,672",101,221
GA0010,SEQUOYAH REGIONAL LIBRARY SYSTEM,Suburban,"338,512","20,407","341,575","54,103","114,510",661,866
GA0011,ATHENS REGIONAL LIBRARY SYSTEM,City,"243,483","22,142","407,819","268,557","102,409",827,53
GA0012,CLAYTON COUNTY LIBRARY SYSTEM,Suburban,"299,405","17,737","205,504","113,915","164,056",421,13
GA0013,COBB COUNTY PUBLIC LIBRARY SYSTEM,City,"779,374","37,926","1,113,200","91,269","436,764",431,510
GA0014,SATILLA REGIONAL LIBRARY SYSTEM,Town,"52,061","7,306","30,083","2,189","20,839",0,0
GA0015,MOULTRIE-COLQUITT COUNTY LIBRARY SYSTEM,Town,"46,004","4,988","33,037","15,674","11,859",75,10
GA0016,SOUTHWEST GEORGIA REGIONAL LIBRARY SYSTEM,Town,"40,366","5,832","38,204","16,364","11,887",0,3
GA0017,DEKALB COUNTY PUBLIC LIBRARY,Suburban,"776,792","55,119","1,099,421","616,874","144,842","1,479",398
GA0018,OCMULGEE REGIONAL LIBRARY SYSTEM,Town,"76,538","11,141","90,450","8,949","14,084",0,0
GA0019,DOUGHERTY COUNTY PUBLIC LIBRARY,City,"85,570","9,231","120,757","10,621","47,918",651,42
GA0020,ELBERT COUNTY PUBLIC LIBRARY SYSTEM,Town,"19,405","3,627","24,516","4,406","8,629",91,8
GA0021,SARA HIGHTOWER REGIONAL LIBRARY SYSTEM,City,"167,228","13,064","211,459","40,984","56,816",101,34
GA0022,FULTON COUNTY LIBRARY SYSTEM,City,"1,105,574","87,276","1,779,877","105,151","857,013","2,355","1,592"
GA0023,THREE RIVERS REGIONAL LIBRARY SYSTEM,Town,"154,183","16,906","120,314",0,"40,191",119,2
GA0024,RODDENBERY MEMORIAL LIBRARY,Town,"24,637","2,067","42,351","4,464","7,597",86,21
GA0025,GWINNETT COUNTY PUBLIC LIBRARY SYSTEM,Suburban,"966,057","49,974","1,856,558","136,500","565,664",576,"2,267"
GA0026,NORTHEAST GEORGIA REGIONAL LIBRARY SYSTEM,Town,"121,694","14,598","184,430","45,744","35,573",116,16
GA0027,CHESTATEE REGIONAL LIBRARY SYSTEM,Town,"62,911","6,225","100,996","17,011","21,585",315,106
GA0028,HART COUNTY LIBRARY SYSTEM,Town,"26,559","2,114","14,092","7,046","4,873",0,1
GA0029,HOUSTON COUNTY PUBLIC LIBRARY,Suburban,"162,690","7,446","148,266","9,126","35,758",0,110
GA0030,JEFFERSON COUNTY LIBRARY SYSTEM,Town,"15,269","5,310","14,153","3,863","4,485",316,195
GA0031,OCONEE REGIONAL LIBRARY SYSTEM,Town,"87,629","8,592","68,410","9,312","25,467",376,12
GA0032,SOUTH GEORGIA REGIONAL LIBRARY,City,"135,471","10,879","134,370","53,618","42,353",28,11
GA0033,PINE MOUNTAIN REGIONAL LIBRARY SYSTEM,Town,"61,790","9,506","30,737","2,237","13,435",162,0
GA0034,DE SOTO TRAIL REGIONAL LIBRARY SYSTEM,Town,"34,467","7,765","42,296","22,656","9,362",0,0
GA0035,AZALEA REGIONAL LIBRARY SYSTEM,Town,"184,368","25,444","276,069",882,"83,289",271,35
GA0036,CHATTAHOOCHEE VALLEY LIBRARIES,City,"224,755","17,752","380,672","76,134","59,834",662,532
GA0037,NEWTON COUNTY LIBRARY SYSTEM,Suburban,"117,080","2,728","44,661","32,438","38,458",9,10
GA0038,PEACH PUBLIC LIBRARIES,Town,"28,242","3,667","26,619","2,063","6,952",32,15
GA0039,AUGUSTA-RICHMOND COUNTY PUBLIC LIBRARY SYSTEM,City,"203,888","13,047","168,503","80,999","64,680",107,27
GA0040,CONYERS-ROCKDALE LIBRARY SYSTEM,Suburban,"91,945","2,689","55,022","18,645","56,913",234,3
GA0041,SCREVEN-JENKINS REGIONAL LIBRARY SYSTEM,Town,"22,812","3,989","30,570",922,"7,486",0,0
GA0042,FLINT RIVER REGIONAL LIBRARY SYSTEM,Suburban,"279,902","20,165","437,074","119,370","104,219",85,20
GA0043,LAKE BLACKSHEAR REGIONAL LIBRARY SYSTEM,Town,"69,258","10,137","63,351","12,818","18,610",0,0
GA0044,KINCHAFOONEE REGIONAL LIBRARY SYSTEM,Town,"29,022","8,448","36,777","12,201","8,507",165,19
GA0045,THOMAS COUNTY PUBLIC LIBRARY SYSTEM,Town,"44,417","7,094","98,903","4,432","25,923",446,27
GA0046,COASTAL PLAIN REGIONAL LIBRARY,Town,"112,209","13,635","124,478","20,426","36,446",345,5
GA0047,MOUNTAIN REGIONAL LIBRARY SYSTEM,Rural,"64,326","7,789","153,857","57,520","18,813",87,7
GA0048,TROUP-HARRIS REGIONAL LIBRARY,Town,"107,834","6,172","100,582","2,293","25,701",122,50
GA0049,CHEROKEE REGIONAL LIBRARY SYSTEM,Town,"86,920","7,762","128,281","9,360","39,877",0,0
GA0050,NORTHWEST GEORGIA REGIONAL LIBRARY SYSTEM,City,"204,201","4,041","72,176","3,863","40,706",185,6
GA0051,BARTRAM TRAIL REGIONAL LIBRARY SYSTEM,Town,"32,510","6,204","47,535","17,263","9,335",0,0
